D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_185.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_185.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_185.jpg,0,0,0,24.46557
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_256.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_256.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_256.jpg,0,0,0,24.26926
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_326.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_326.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_326.jpg,0,0,0,24.12289
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_395.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_395.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_395.jpg,0,0,0,23.92892
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_462.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_462.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_462.jpg,0,0,0,23.78447
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_530.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_530.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_530.jpg,-0.1,0,0,23.63787
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_598.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_598.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_598.jpg,-0.3,0,0,23.40202
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_666.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_666.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_666.jpg,0,0,0,23.23256
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_737.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_737.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_737.jpg,0,0,0,23.04136
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_806.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_806.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_806.jpg,0,0,0,22.90107
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_874.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_874.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_874.jpg,0,0,0,22.71674
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_42_943.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_42_943.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_42_943.jpg,-0.05,0.1632981,0,22.62662
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_012.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_012.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_012.jpg,-0.2,0.3526113,0,22.65825
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_083.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_083.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_083.jpg,-0.4,0.583584,0,22.85034
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_151.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_151.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_151.jpg,0,0.5137127,0,23.09937
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_221.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_221.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_221.jpg,0,0.2846473,0,23.29777
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_293.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_293.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_293.jpg,0,0.04908943,0,23.27232
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_360.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_360.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_360.jpg,0,0,0,23.13911
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_430.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_430.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_430.jpg,0,0,0,22.99615
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_498.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_498.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_498.jpg,-0.15,0.215556,0,22.8996
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_570.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_570.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_570.jpg,-0.3,0.4034508,0,22.94295
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_639.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_639.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_639.jpg,0,0.5662674,0,23.20418
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_709.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_709.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_709.jpg,0,0.3880483,0,23.40526
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_777.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_777.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_777.jpg,0,0.136804,0,23.47226
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_847.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_847.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_847.jpg,0,0,0,23.37338
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_915.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_915.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_915.jpg,0,0,0,23.18504
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_43_988.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_43_988.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_43_988.jpg,0,0.0539184,0,23.04514
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_056.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_056.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_056.jpg,0,0.2964837,0,23.0274
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_126.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_126.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_126.jpg,0,0.4746294,0,23.17594
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_197.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_197.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_197.jpg,0,0.7191337,0,23.56352
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_264.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_264.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_264.jpg,0,0.5378041,0,23.8897
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_337.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_337.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_337.jpg,0,0.2987768,0,24.10511
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_409.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_409.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_409.jpg,0,0.116252,0,24.11597
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_479.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_479.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_479.jpg,-0.05,0,0,23.95119
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_547.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_547.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_547.jpg,-0.2,0.1279716,0,23.81924
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_620.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_620.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_620.jpg,-0.4,0.3644049,0,23.78592
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_687.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_687.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_687.jpg,-0.5500001,0.515406,0,23.86096
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_758.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_758.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_758.jpg,0,0.2684661,0,24.03098
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_825.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_825.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_825.jpg,0,0.09693782,0,24.01955
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_893.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_893.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_893.jpg,0,0,0,23.84361
D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\center_2025_12_09_10_12_44_963.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\left_2025_12_09_10_12_44_963.jpg,D:\Manuskrip\CODIINGG\project\autonomous-vehicle\asset\data\IMG\right_2025_12_09_10_12_44_963.jpg,0,0,0,23.69816
